"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.58437487520855e-184,1.26327076652758,0.389,0.159,1.62525569200844e-179,"0","IL4R"
2.25000133570494e-179,0.420884746015729,0.995,0.947,4.82152786228212e-175,"0","MT-ND2"
1.48450495737166e-151,0.995029627799975,0.562,0.336,3.18114567315173e-147,"0","NBEAL1"
2.94237417076118e-147,0.374972041571584,0.997,0.966,6.30521361052413e-143,"0","MT-ND3"
2.46008614432192e-136,0.281277273383796,0.999,0.988,5.27171859866744e-132,"0","RPL37"
4.78823047883248e-118,0.334499816899607,0.994,0.942,1.02606990930901e-113,"0","TPT1"
3.65536176737284e-113,0.411213236056857,0.966,0.876,7.83307473130326e-109,"0","ENSG00000117289"
2.9530525365876e-103,0.297617913556881,0.99,0.951,6.32809628065356e-99,"0","RPL5"
3.12571853466452e-102,0.719734505453067,0.588,0.393,6.6981022479326e-98,"0","ENSG00000205246"
4.96443938973764e-99,0.375834591509411,0.96,0.868,1.06382971682688e-94,"0","MT-ND1"
1.34544401396227e-98,0.31957837656739,0.99,0.934,2.88315197751974e-94,"0","RPL7A"
1.76912796732256e-91,0.289819565706341,0.993,0.951,3.79106432117551e-87,"0","MT-ATP6"
2.58907992033146e-89,0.72332728063578,0.515,0.342,5.54813936127829e-85,"0","LINC00926"
5.78985065180406e-87,0.313609172434487,0.976,0.917,1.24070709617509e-82,"0","MT-CYB"
2.38337595531523e-81,0.285147143522948,0.984,0.942,5.10733633464501e-77,"0","RPSA"
1.84027109757716e-71,0.700691569328575,0.387,0.23,3.9435169349981e-67,"0","FCER2"
3.14252304348705e-71,0.647683486300609,0.545,0.391,6.7341126298884e-67,"0","BIRC3"
1.04797335195423e-62,0.382486534570333,0.838,0.707,2.24570209590272e-58,"0","MT-ND5"
5.48965841714546e-60,1.81346581247022,0.076,0.021,1.1763789022101e-55,"0","ZBTB16"
2.05815515249373e-49,0.281957961437618,0.925,0.839,4.41042067627882e-45,"0","EEF1B2"
1.94456127412247e-45,1.11830014104659,0.202,0.114,4.16700035431703e-41,"0","ZNF90"
9.08450157656699e-44,0.787956108904491,0.244,0.145,1.94671784284254e-39,"0","FCRL1"
1.41568342995437e-41,0.494242613225864,0.384,0.262,3.03366802204922e-37,"0","PLPP5"
1.27877542533291e-40,0.392201002284669,0.674,0.57,2.74028785894588e-36,"0","PNRC1"
2.84081299346551e-40,0.527292566918718,0.374,0.261,6.08757816369724e-36,"0","CALHM6"
8.11811704605514e-40,0.779769056528543,0.23,0.138,1.73963130179916e-35,"0","PIK3IP1"
2.61780596575301e-37,0.597363202760094,0.371,0.27,5.60969640401213e-33,"0","RCSD1"
1.34275270738871e-36,0.285778505715222,0.815,0.728,2.87738477666326e-32,"0","NOP53"
2.67149433234444e-36,1.1185938407113,0.092,0.038,5.72474520478091e-32,"0","SESN1"
9.06691579517427e-36,0.625695119919755,0.236,0.144,1.9429493857479e-31,"0","APLP2"
1.9175450117056e-34,0.27394859260307,0.666,0.563,4.10910720558393e-30,"0","MEF2C"
2.21047526675284e-34,0.318365194162034,0.805,0.743,4.73682744912465e-30,"0","RPS26"
1.44028206512717e-31,1.19677375383321,0.072,0.029,3.08638043736102e-27,"0","P2RY14"
7.64716665276109e-30,0.494329062436476,0.338,0.242,1.63871134202017e-25,"0","ADAM28"
3.6182258546015e-29,1.11180060410024,0.067,0.027,7.75349618382555e-25,"0","TAPT1"
7.41754763989237e-29,0.468575557999614,0.358,0.265,1.58950628375253e-24,"0","CD22"
1.22189053554027e-28,0.912427927589764,0.126,0.068,2.61838922860925e-24,"0","CEMIP2"
4.63465240927865e-28,0.45614483415343,0.382,0.29,9.93159664784321e-24,"0","MARCH1"
1.01537341093665e-27,0.453975878433014,0.386,0.295,2.17584368229616e-23,"0","REL"
1.44600474383647e-27,0.48787212807844,0.341,0.251,3.09864356556716e-23,"0","STK17A"
5.06373840518116e-27,0.671529904561931,0.142,0.08,1.08510850284627e-22,"0","BACH2"
1.04595848776022e-26,0.899277773286553,0.119,0.064,2.24138444342137e-22,"0","STAG3"
4.71632642597833e-23,0.503955023521539,0.303,0.226,1.0106615898229e-18,"0","SMAP2"
7.14110020636552e-22,0.427046656587744,0.265,0.187,1.53026636322207e-17,"0","ENSG00000198106"
1.82705227624981e-21,0.457816817984033,0.317,0.242,3.91519032277571e-17,"0","IRF1"
1.59436495182434e-20,0.369330620109705,0.232,0.159,3.41656465526438e-16,"0","TSPAN13"
4.69522262133514e-20,0.517450225519611,0.23,0.163,1.00613925552591e-15,"0","AFF3"
5.74898677527402e-20,0.317110296953037,0.257,0.181,1.23195037607347e-15,"0","YBX3"
1.29060498390105e-19,0.297343906018743,0.466,0.386,2.76563742000155e-15,"0","NCF1"
1.59512443659419e-19,0.635149814296752,0.196,0.136,3.41819215517768e-15,"0","ATF7IP"
1.95295576769728e-19,0.253923556997989,0.498,0.408,4.1849889145985e-15,"0","SELL"
1.97555843881672e-19,0.829646888090727,0.086,0.046,4.23342417854035e-15,"0","COL19A1"
6.1683681184928e-19,1.58893414701391,0.03,0.01,1.32181960411182e-14,"0","SLC38A11"
2.4677195733483e-18,0.997245635785516,0.064,0.032,5.28807627372808e-14,"0","CNTNAP2"
6.93378561663806e-18,0.370016351037479,0.219,0.155,1.48584091978937e-13,"0","BCL7A"
8.82744305447507e-18,1.31138146055529,0.062,0.031,1.89163277214346e-13,"0","NACA2"
1.48158931913064e-17,0.913640919856493,0.106,0.065,3.17489775196505e-13,"0","MTRNR2L12"
2.90846736418518e-17,0.280568934517049,0.525,0.45,6.23255471471243e-13,"0","MT-ND4L"
3.40230656282835e-17,0.522903740590712,0.217,0.159,7.29080273348487e-13,"0","ANKRD44"
5.21721596445222e-17,0.415545088473265,0.293,0.228,1.11799720902247e-12,"0","STX7"
1.02846417679562e-16,0.330507620126462,0.337,0.266,2.20389588445533e-12,"0","HVCN1"
1.34538388894135e-16,0.462844753368297,0.223,0.164,2.88302313561242e-12,"0","LTA4H"
2.67178159545946e-16,0.4063907200985,0.27,0.208,5.72536078091008e-12,"0","ZCCHC7"
2.18619147361751e-15,1.01369599107306,0.032,0.012,4.68478970881495e-11,"0","KCNG1"
2.74635045200426e-15,0.66788353398835,0.102,0.063,5.88515438359993e-11,"0","JARID2"
4.42607423219941e-15,1.16568489330697,0.031,0.012,9.48463447218012e-11,"0","SYT17"
5.62043405371501e-15,0.571431248248758,0.127,0.084,1.20440281337059e-10,"0","RERE"
8.18229735846836e-15,1.01903110545351,0.067,0.037,1.75338450094618e-10,"0","RPS17"
9.71407049183056e-15,0.516370589813198,0.219,0.167,2.08162816569437e-10,"0","ETS1"
1.67830456553421e-14,0.410197522765317,0.189,0.137,3.59643885348326e-10,"0","CDCA7L"
2.64066003424967e-14,0.447222937341036,0.235,0.182,5.65867038739363e-10,"0","GNLY"
2.72243910609505e-14,0.564618692788836,0.138,0.094,5.83391476045108e-10,"0","SNX29"
3.09033410198522e-14,0.692428542342434,0.073,0.041,6.62227694714412e-10,"0","CD200"
3.11491659464545e-14,0.361488116063641,0.315,0.257,6.67495477066573e-10,"0","MBNL1"
3.91720638764383e-14,0.370131804160934,0.196,0.142,8.39418156808196e-10,"0","LINC02397"
4.36716758379422e-14,1.05095920716862,0.056,0.03,9.35840341531264e-10,"0","YPEL2"
4.41765189311511e-14,0.678736449402909,0.089,0.054,9.46658624175637e-10,"0","ENSG00000233368"
5.582447570922e-14,0.626056524696926,0.085,0.05,1.19626268997288e-09,"0","SKAP1"
8.85696660634327e-14,0.84060360814076,0.072,0.041,1.8979593740733e-09,"0","EPB41L2"
9.26580193353202e-14,0.42795270957016,0.321,0.271,1.98556869633658e-09,"0","EIF4B"
1.50822564120142e-13,0.751652024375856,0.069,0.039,3.23197672653053e-09,"0","USP12"
1.51103095684054e-13,0.402420511383852,0.181,0.13,3.23798823741358e-09,"0","CCR7"
2.06273659354859e-13,0.932862239020876,0.032,0.013,4.42023824631527e-09,"0","AC091045.1"
3.17941362129851e-13,0.638717364609767,0.075,0.043,6.81316544908059e-09,"0","ZNF318"
3.69215878350154e-13,2.61559146044539,0.01,0.002,7.91192705716544e-09,"0","UGT2B17"
4.65946146441623e-13,0.295666631134226,0.26,0.2,9.98475997209754e-09,"0","CD83"
8.25285421870823e-13,1.16165671454713,0.035,0.015,1.76850413052699e-08,"0","CARMIL1"
8.77341244708391e-13,0.437594533094231,0.168,0.122,1.88005455328561e-08,"0","PLEKHA2"
1.42234967972279e-12,2.09841540354984,0.01,0.002,3.04795312867797e-08,"0","AKAP6"
1.68886796704189e-12,0.367190456712539,0.291,0.238,3.61907516657407e-08,"0","C12orf57"
1.7554009878628e-12,0.433563556010763,0.183,0.137,3.7616487768912e-08,"0","LYST"
2.85642018987486e-12,1.21441263246719,0.022,0.008,6.12102282488284e-08,"0","ABCB1"
1.0520738731106e-11,0.748244978455036,0.058,0.033,2.25448910268871e-07,"0","AFF1"
1.17389451486147e-11,0.763493519976552,0.055,0.031,2.51553855589665e-07,"0","ANKAR"
3.77067832466916e-11,0.330913168350912,0.199,0.152,8.08018658193354e-07,"0","ENSG00000231360"
4.67656051589219e-11,0.751665142113123,0.05,0.028,1.00214015295054e-06,"0","FAM111B"
6.97306574347426e-11,0.618507853865023,0.057,0.033,1.4942582581691e-06,"0","NCK2"
9.05884211615452e-11,0.797062828962142,0.052,0.029,1.94121927707075e-06,"0","AC008969.1"
9.30487919387666e-11,0.661796617973722,0.072,0.044,1.99394256245583e-06,"0","AL161781.2"
1.16705630104873e-10,0.788911207035683,0.051,0.028,2.50088494751732e-06,"0","FOXO1"
1.1894577905144e-10,0.470817595617155,0.116,0.081,2.5488890992933e-06,"0","CAMK2D"
1.23119663720298e-10,1.01115293400627,0.033,0.016,2.63833127386227e-06,"0","SCN3A"
1.24825755512829e-10,0.379567096531888,0.218,0.172,2.67489111488441e-06,"0","ENSG00000233137"
1.58083960642191e-10,0.642220426466859,0.083,0.054,3.38758119260152e-06,"0","TARSL2"
2.45503806519646e-10,0.559610078481898,0.13,0.094,5.2609010699095e-06,"0","ATXN7L3B"
3.85328909660645e-10,0.798506539694944,0.06,0.036,8.25721320511796e-06,"0","ADARB1"
4.30911479560845e-10,0.585908320973613,0.125,0.091,9.23400209550936e-06,"0","DDX39B"
6.64078884503661e-10,0.576899205638518,0.052,0.03,1.4230546416029e-05,"0","FAM177B"
7.46038376794169e-10,0.353513515155048,0.175,0.134,1.59868563763222e-05,"0","UTRN"
1.66258059391105e-09,0.402282056233873,0.17,0.131,3.56274395469198e-05,"0","HIF1A"
2.18801470885698e-09,0.742516399137653,0.045,0.025,4.68869671960961e-05,"0","TRAK2"
2.29395107312178e-09,0.571170397523624,0.095,0.065,4.91570775459266e-05,"0","ZNF75A"
2.54043584509252e-09,0.634352878532225,0.066,0.041,5.44389997244876e-05,"0","PLEKHA1"
2.55736412524121e-09,0.36075620738115,0.221,0.18,5.48017558397939e-05,"0","ORAI2"
2.56854566859962e-09,0.362637186045444,0.246,0.205,5.50413651324213e-05,"0","OGA"
4.36770741302712e-09,0.316848454125353,0.278,0.236,9.35956021537581e-05,"0","FCMR"
6.02293852584305e-09,0.348614288620727,0.21,0.17,0.000129065549670291,"0","SLC38A1"
6.06234891010853e-09,0.3660964978511,0.188,0.149,0.000129910074794716,"0","ARHGAP24"
8.50470892445894e-09,0.305272913397073,0.192,0.152,0.000182247407542231,"0","ADK"
9.66623572157577e-09,0.639329974766969,0.068,0.044,0.000207137765277647,"0","ZNF107"
1.03659414232914e-08,1.46419999914603,0.02,0.008,0.000222131758759711,"0","ZNF564"
1.12796757746663e-08,0.604574901567086,0.061,0.039,0.000241712172175324,"0","SORL1"
1.20700070060058e-08,0.277398857882503,0.243,0.199,0.000258648180131697,"0","CCND3"
1.30268860131195e-08,0.92693421068097,0.039,0.022,0.000279153140375139,"0","SGK1"
1.34269933523238e-08,0.492801655778848,0.168,0.134,0.000287727040546947,"0","COBLL1"
1.5074700989196e-08,0.527599787163692,0.095,0.067,0.00032303576749748,"0","RASA2"
1.60865594734548e-08,1.06571753150795,0.02,0.009,0.000344718882956662,"0","PPFIBP1"
1.61333803625262e-08,0.310551244980567,0.18,0.142,0.000345722207788574,"0","HHEX"
1.65453420878464e-08,1.22827565670978,0.017,0.007,0.000354550135600461,"0","UACA"
1.71297247841451e-08,1.13680194696537,0.027,0.013,0.000367072872399445,"0","DSP"
1.76694480703581e-08,0.36469482044434,0.153,0.117,0.000378638602699705,"0","H1FX"
1.79322885146752e-08,0.652264268825165,0.08,0.055,0.000384271010580975,"0","CDK13"
1.8230961928574e-08,0.490888647491408,0.077,0.052,0.000390671283167411,"0","ITPR1"
1.86305931972721e-08,0.319909446341165,0.147,0.112,0.000399234981624343,"0","LINC01215"
1.98465051985742e-08,0.528455636916262,0.086,0.06,0.000425290759900246,"0","SSBP2"
2.19512404579243e-08,0.277948936867536,0.219,0.177,0.00047039313177286,"0","NIBAN3"
2.85789905074929e-08,0.53043080071716,0.084,0.058,0.000612419187585066,"0","RP9"
3.11136087603515e-08,0.487226911617433,0.112,0.082,0.000666733522125573,"0","RAB30"
4.22325545433216e-08,1.03510780774989,0.021,0.009,0.00090500141130884,"0","SPRY1"
4.53194192574693e-08,0.285328723650297,0.222,0.183,0.00097114983526831,"0","EPB41L4A-AS1"
4.89971488088387e-08,0.372905737952798,0.181,0.146,0.0010499599018246,"0","AIDA"
5.00379530716649e-08,0.52814886794689,0.066,0.043,0.00107226329637271,"0","ABCB4"
5.46061734379562e-08,0.494172221831468,0.093,0.066,0.00117015569060196,"0","AC243960.1"
5.48313974396259e-08,1.3465821885966,0.015,0.006,0.00117498201573374,"0","SDK2"
5.52311671154182e-08,0.28176929469357,0.359,0.32,0.0011835486801163,"0","PRRC2C"
5.86572668103501e-08,0.391110311725312,0.16,0.125,0.00125696657047899,"0","SP140L"
5.98457632274698e-08,0.996082045464993,0.026,0.013,0.00128243486020145,"0","SLC9A7"
6.5455624014816e-08,0.400839227548557,0.128,0.097,0.00140264856701349,"0","AP3B1"
6.55957245651743e-08,0.878795845796841,0.023,0.011,0.00140565078170712,"0","PAIP2B"
7.4970093894052e-08,0.521449775246613,0.105,0.077,0.00160653414205564,"0","NUP88"
1.06983169449498e-07,0.463920151272742,0.128,0.099,0.0022925423381333,"0","TRAF5"
1.18290426712771e-07,0.676376189937644,0.067,0.045,0.00253484555402798,"0","SIPA1L1"
1.19902105665856e-07,1.01958605050531,0.019,0.009,0.00256938222231363,"0","AC108863.2"
1.43001792109121e-07,0.543153905869816,0.074,0.051,0.00306438540310635,"0","VAV3"
1.96534178428135e-07,0.654393872680843,0.036,0.02,0.0042115309095365,"0","CEP68"
2.44253135278499e-07,0.878892363221019,0.034,0.02,0.00523410043588296,"0","NAIP"
3.14966330168248e-07,0.572068941741536,0.052,0.033,0.00674941348917539,"0","C12orf42"
3.51025264747448e-07,1.27875667191229,0.013,0.005,0.00752212039827307,"0","AC106791.1"
3.7187079320138e-07,0.486192724848447,0.062,0.041,0.00796881922751238,"0","LAIR1"
3.91379498310099e-07,0.507257152966439,0.093,0.068,0.0083868712692871,"0","ZNF274"
4.01859223874255e-07,0.324492984255498,0.179,0.146,0.00861144130840141,"0","CSNK1G3"
4.34133907569355e-07,0.425443849951582,0.089,0.064,0.00930305550530371,"0","FCRL3"
4.42190319627486e-07,0.327323957970176,0.15,0.119,0.0094756963592974,"0","GLO1"
5.38438910588335e-07,0.751945680031453,0.048,0.03,0.0115382074149974,"0","ATP6V0A1"
5.72226175016083e-07,0.355848885590287,0.189,0.157,0.0122622347044196,"0","LYN"
6.17711038832602e-07,0.818799319088729,0.034,0.02,0.0132369298511438,"0","SLC16A7"
6.2178022780794e-07,0.471496426028584,0.101,0.076,0.0133241285016964,"0","DGKD"
7.52822614269237e-07,0.362167857923935,0.124,0.096,0.0161322358011755,"0","AFF4"
7.79093817878215e-07,0.494481064981116,0.048,0.03,0.0166952014233123,"0","ATP10D"
8.80789903721106e-07,0.383167135000597,0.095,0.07,0.0188744468468396,"0","BTLA"
1.08286700188453e-06,0.302117138749875,0.206,0.173,0.0232047569833835,"0","VPS13C"
1.22436947854037e-06,0.52826116099118,0.054,0.035,0.0262370135556415,"0","UXS1"
1.3624217736959e-06,1.01947928769848,0.035,0.021,0.0291953361885294,"0","UBL7-AS1"
1.61366860330305e-06,1.46984585856424,0.011,0.004,0.0345793045001811,"0","EIF2S3B"
1.68265654584515e-06,0.253248339789056,0.166,0.134,0.0360576471209156,"0","PLEKHF2"
1.83156288898336e-06,0.456397801360287,0.067,0.047,0.0392485611480245,"0","ADPRM"
1.98085780399092e-06,0.915130789463316,0.032,0.018,0.0424478018817214,"0","KLHL14"
2.03807306085756e-06,0.479611277502796,0.108,0.083,0.0436738676211166,"0","TRIM44"
2.08076645811099e-06,0.478726782465734,0.084,0.061,0.0445887444308603,"0","ERV3-1"
2.2183389169856e-06,0.842687055659712,0.037,0.023,0.0475367846520844,"0","WDR73"
2.23126938905149e-06,0.588294455824706,0.039,0.024,0.0478138717379844,"0","ZNF677"
2.32167839234122e-06,0.914761604361769,0.019,0.009,0.04975124626948,"0","ENSG00000251606"
2.65878709333966e-06,0.380393769052287,0.118,0.092,0.0569751486231755,"0","BCL2"
2.95544941137004e-06,0.319051403888032,0.183,0.152,0.0633323254362486,"0","STRBP"
3.0316771324184e-06,0.351057360695389,0.181,0.151,0.0649658092705939,"0","TCOF1"
3.39231752011551e-06,0.282443547803251,0.246,0.213,0.0726939721385553,"0","CHD2"
3.53905577128677e-06,0.482218043842508,0.056,0.038,0.0758384261229042,"0","SATB1"
3.64656718232179e-06,1.23442544188165,0.011,0.004,0.0781422881499736,"0","ENSG00000233255"
3.86642877405243e-06,0.848385873230551,0.019,0.01,0.0828537021991696,"0","TAPT1-AS1"
4.31668538473959e-06,0.328183079681693,0.171,0.142,0.0925022511095847,"0","APPL1"
4.44091302282838e-06,0.718589624454726,0.035,0.021,0.0951643251661894,"0","WWC3"
4.4623428334148e-06,0.482114446891428,0.117,0.093,0.0956235445772457,"0","VPS51"
4.58143533698273e-06,0.63502000481388,0.039,0.025,0.0981755778362029,"0","MGAT5"
4.87098411676075e-06,0.408427870382158,0.127,0.101,0.104380318638066,"0","CCDC69"
5.23998145707775e-06,0.776553703124895,0.03,0.018,0.112287562643719,"0","GCNT1"
5.27687511715841e-06,0.37938401589285,0.166,0.137,0.113078156885588,"0","PHF3"
5.38025840810983e-06,0.379500576637317,0.15,0.123,0.115293557427386,"0","RB1"
5.64372552411984e-06,1.05259045421962,0.019,0.01,0.120939394256364,"0","ZNF154"
6.25099290073714e-06,0.388353350108751,0.072,0.052,0.133952526869896,"0","ZBTB10"
6.43871770437442e-06,0.33941613977265,0.186,0.158,0.137975281687039,"0","TUT4"
6.5967088504945e-06,0.978008243687292,0.018,0.009,0.141360873957247,"0","TPCN1"
7.00296116646269e-06,0.560259567825139,0.047,0.031,0.150066454836129,"0","TCTN1"
7.19958581868242e-06,0.250402334649505,0.243,0.212,0.154279924508546,"0","CELF2"
7.89352026089358e-06,0.376793856378868,0.084,0.062,0.169150245670689,"0","ST3GAL1"
8.27013333451432e-06,0.512499878538942,0.038,0.024,0.177220687225307,"0","ZNF667-AS1"
9.28385641818747e-06,0.887138201683301,0.016,0.008,0.198943759185339,"0","ZNF667"
9.36291950399642e-06,0.604700996687155,0.052,0.036,0.200638002051139,"0","ICA1L"
9.88880339437678e-06,0.264341240373244,0.264,0.233,0.2119071679381,"0","THRAP3"
1.03381458634424e-05,0.903823015744391,0.017,0.009,0.221536127707708,"0","SCML1"
1.16327415945258e-05,0.356487708451605,0.091,0.069,0.249278019629093,"0","GSAP"
1.4286269557501e-05,0.512914966578537,0.088,0.067,0.306140470347688,"0","NUFIP2"
1.5096676400914e-05,0.52602592113152,0.064,0.046,0.323506678595187,"0","MICAL3"
1.77922884073602e-05,0.378318943760471,0.05,0.034,0.381270948281321,"0","OGFRL1"
1.8582641373491e-05,0.379130005603989,0.12,0.096,0.398207421992539,"0","USP8"
2.05473529518244e-05,0.620477397885213,0.046,0.031,0.440309226404644,"0","FYN"
2.322923918547e-05,0.611234210724806,0.055,0.039,0.497779366505436,"0","MPPE1"
2.39233467184895e-05,0.328537771217502,0.055,0.039,0.512653396830511,"0","SH3BP2"
2.43808889856569e-05,0.957256363947323,0.017,0.009,0.522458070073642,"0","L3MBTL4"
2.52285698272575e-05,0.543723003131624,0.045,0.031,0.540623022828302,"0","FAM98B"
2.58490960873492e-05,0.451199859712938,0.105,0.083,0.553920280055807,"0","PTBP3"
2.68668843882176e-05,0.883970491170006,0.028,0.017,0.575730465555115,"0","FTX"
2.74908006760273e-05,0.56244443394357,0.045,0.031,0.589100367686589,"0","FAM53B"
2.75926988751943e-05,0.543927494104856,0.06,0.043,0.591283944196538,"0","MED23"
2.83112983829979e-05,0.737621300428146,0.028,0.017,0.606682813049261,"0","GABBR1"
2.89154370178904e-05,0.755835511953314,0.023,0.013,0.619628899856373,"0","VAV3-AS1"
2.98735076665961e-05,0.685486729344463,0.036,0.023,0.640159395787488,"0","TOE1"
2.98790363491251e-05,0.55654626695254,0.053,0.037,0.640277869925401,"0","MBTPS1"
3.05339196059823e-05,0.466324215085892,0.056,0.04,0.654311363236595,"0","RFTN1"
3.63085995901946e-05,0.473959029979399,0.076,0.057,0.778056980618281,"0","SLC25A45"
3.77069061537302e-05,0.697309793204603,0.037,0.024,0.808021291968284,"0","USP53"
3.88110987223372e-05,0.632243312213399,0.042,0.028,0.831683034520963,"0","HGSNAT"
4.29167118194016e-05,0.701186480229529,0.036,0.024,0.919662217577957,"0","SPART"
4.58451309182812e-05,0.807338957713084,0.022,0.013,0.982415310447847,"0","ABCA1"
4.82761345083303e-05,0.40211949011923,0.111,0.09,1,"0","CALCOCO2"
5.58838777015314e-05,0.60112693680861,0.05,0.035,1,"0","ZNF439"
5.86139738894836e-05,0.469542109375996,0.085,0.066,1,"0","CHD6"
5.90373105687708e-05,0.579659751482497,0.046,0.032,1,"0","BEND5"
5.94983537722957e-05,0.878031289409575,0.028,0.017,1,"0","TESK2"
6.29709300751545e-05,0.487720987516199,0.047,0.032,1,"0","NRIP1"
6.52239797885749e-05,0.28959488482316,0.2,0.175,1,"0","RESF1"
6.61550154993475e-05,1.0349946586689,0.01,0.004,1,"0","FAM169A"
6.78587627245342e-05,1.00590461942343,0.016,0.009,1,"0","DAGLB"
6.79922544747982e-05,0.873857379466932,0.023,0.013,1,"0","WWOX"
6.88631197924274e-05,0.533490473253816,0.051,0.036,1,"0","MXI1"
7.24558761277956e-05,0.506079442026689,0.062,0.045,1,"0","MT-ATP8"
7.85161382751137e-05,0.268495146566353,0.156,0.131,1,"0","SCPEP1"
7.87424283056154e-05,0.293229659340614,0.153,0.129,1,"0","SNX10"
7.93363542303981e-05,0.663484881057865,0.036,0.024,1,"0","UBE4B"
7.94255747803963e-05,0.378093831356071,0.108,0.087,1,"0","TMPO"
8.19861379946323e-05,0.297224672941283,0.117,0.095,1,"0","SNX22"
9.33328330896502e-05,0.97289588569606,0.023,0.013,1,"0","SZT2"
9.6340797070446e-05,0.850072333044804,0.021,0.012,1,"0","METAP1D"
9.7012082535437e-05,0.501478669236704,0.053,0.038,1,"0","GPR160"
9.84473224635007e-05,0.524683598949726,0.051,0.036,1,"0","ZNF431"
9.8488004827269e-05,0.41037804893862,0.078,0.059,1,"0","SECISBP2L"
0.000101402755791087,0.374256797071253,0.067,0.05,1,"0","KLF9"
0.000105377580877315,0.598578519667656,0.049,0.035,1,"0","NOM1"
0.000116851225288168,0.821144611986618,0.019,0.01,1,"0","IRAK3"
0.000118083557471575,0.356422122717554,0.104,0.083,1,"0","RSBN1"
0.000122014968121336,0.454047809266423,0.05,0.036,1,"0","PCMTD2"
0.000123686612257707,0.623992759477549,0.033,0.021,1,"0","ZNF844"
0.000127891270092597,0.59682088418648,0.029,0.018,1,"0","LINC02256"
0.000135884373519564,0.387653032939427,0.077,0.059,1,"0","PRKAA1"
0.000136036277022847,0.344650758369122,0.095,0.076,1,"0","WHAMM"
0.000136763340760375,0.470763483314816,0.045,0.031,1,"0","MCTP2"
0.000138370410593207,0.285567244417664,0.118,0.097,1,"0","ENSG00000184779"
0.000138860031567226,0.385748361063544,0.094,0.075,1,"0","ZNF131"
0.000139635402803787,1.29877637840901,0.01,0.004,1,"0","FKTN"
0.000144912356608631,0.678088454881804,0.036,0.024,1,"0","AVL9"
0.000151344590774916,0.352403349707373,0.077,0.06,1,"0","USF3"
0.000153785056976066,0.351097016509255,0.096,0.076,1,"0","CEPT1"
0.00016062580131935,0.579660593069174,0.03,0.02,1,"0","KHDRBS2"
0.000167687221859141,0.980511612329289,0.022,0.013,1,"0","SH3D19"
0.000168704755092569,0.437439025221723,0.055,0.04,1,"0","AL450998.2"
0.000174327928027362,0.387975278567245,0.105,0.085,1,"0","LONP2"
0.000188116246452131,0.414025449745254,0.069,0.053,1,"0","IREB2"
0.000189083865867258,0.502453893198498,0.072,0.056,1,"0","HNRNPA1L2"
0.000189619712711599,0.482166911686564,0.041,0.029,1,"0","IL13RA1"
0.000191698558119213,0.824597239218168,0.023,0.014,1,"0","MMS22L"
0.000201202255040815,0.723250151551544,0.032,0.021,1,"0","MTHFR"
0.000203815063240257,0.583863272911179,0.045,0.032,1,"0","TCP11L2"
0.000205722990100613,1.20123511321837,0.016,0.009,1,"0","HLA-DQB2"
0.000209337240686382,0.976696339481775,0.01,0.005,1,"0","AL596094.1"
0.00020991574494701,0.765128687249612,0.02,0.012,1,"0","CYP2R1"
0.000214742450316728,0.334146185213873,0.086,0.068,1,"0","STAG1"
0.000228447674009053,0.702875508307613,0.03,0.02,1,"0","PDP1"
0.000230722014846741,0.494776426490127,0.064,0.049,1,"0","PILRB"
0.000232440655151594,0.611338281187758,0.043,0.031,1,"0","VIRMA"
0.000235525935213086,0.290051923046168,0.08,0.062,1,"0","TTF1"
0.000241679494941473,0.390315442923556,0.075,0.059,1,"0","FRYL"
0.000246769654285072,0.816280951764984,0.024,0.015,1,"0","LEAP2"
0.000270051955326806,0.815791206921461,0.015,0.008,1,"0","PPP1R12B"
0.000276932171784374,0.414620465668381,0.065,0.049,1,"0","SENP7"
0.00028390419526742,0.738467414480087,0.024,0.015,1,"0","ZBTB37"
0.00028444043944158,0.885089062507491,0.019,0.011,1,"0","MAP3K5"
0.000287624541923098,0.688831508019913,0.024,0.015,1,"0","ANKS3"
0.000305264152361292,0.26242057178737,0.108,0.088,1,"0","R3HDM2"
0.000307193791282741,1.12491208714538,0.01,0.004,1,"0","PPP5D1"
0.000315174350444222,0.869000482209798,0.019,0.011,1,"0","SLC12A6"
0.000319059560752359,0.361696621477599,0.065,0.049,1,"0","AGPAT5"
0.000320343944846405,0.644417915054127,0.019,0.011,1,"0","AC120193.1"
0.000321555761825286,0.617393154715173,0.024,0.015,1,"0","CCDC152"
0.000325023968394189,0.412131144450688,0.057,0.042,1,"0","DDHD1"
0.000327431439830559,0.494053548200415,0.052,0.038,1,"0","NUAK2"
0.000338613790628761,0.923640382015719,0.012,0.006,1,"0","LINC00115"
0.000339743306907901,0.325448979580437,0.113,0.094,1,"0","MBP"
0.000345134090849455,0.332614554197662,0.15,0.129,1,"0","DOCK8"
0.00034523515288218,0.437322621894127,0.047,0.034,1,"0","SAV1"
0.000357405084502441,0.474558656415407,0.052,0.039,1,"0","RPRD1A"
0.000375072048065057,0.32626200975483,0.081,0.064,1,"0","CHMP7"
0.000376111304286918,0.37421792766963,0.069,0.054,1,"0","TP53INP1"
0.000416994038112487,0.290948642362039,0.122,0.102,1,"0","CENPC"
0.000428806197100765,0.547679311866315,0.033,0.022,1,"0","RRM2B"
