"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.67522387028187e-08,0.367737432400171,0.121,0.083,0.000358983723162701,"4","BNIP3L"
1.67528830609877e-08,0.286885756180257,0.21,0.161,0.000358997531113906,"4","CDC40"
1.69859147016237e-08,0.630654865994816,0.051,0.029,0.000363991166141093,"4","RGL2"
1.69898303621227e-08,0.455859517289073,0.109,0.074,0.000364075074829927,"4","ECHS1"
1.7253992555395e-08,0.501815169644756,0.104,0.07,0.000369735806469559,"4","ATG3"
1.74219361423903e-08,0.696914979258554,0.049,0.027,0.000373334669595282,"4","EVI5"
1.74493014880524e-08,0.535596513365121,0.089,0.058,0.000373921081587474,"4","NOC2L"
1.81235063747339e-08,1.32067787749641,0.016,0.006,0.000388368618104173,"4","ABAT"
1.86286821531857e-08,0.256989975371258,0.316,0.256,0.000399194029860616,"4","LUC7L3"
1.93813659465353e-08,0.440891344442511,0.094,0.062,0.000415323290868304,"4","MRPS31"
1.94190311405785e-08,0.786131900454049,0.045,0.024,0.000416130418311456,"4","PGGT1B"
1.96671947881243e-08,0.312912443246907,0.105,0.069,0.000421448317114715,"4","VPS37B"
1.96886137871756e-08,1.32707450400894,0.015,0.005,0.000421907304845385,"4","IKZF2"
2.00265409657121e-08,0.895168179690273,0.04,0.02,0.000429148746354246,"4","COPB2"
2.04119840690802e-08,0.704189217068114,0.066,0.04,0.000437408406616319,"4","SYNE1"
2.08984017635434e-08,0.256678001478119,0.246,0.193,0.000447831851390971,"4","NDUFB10"
2.16345112504152e-08,0.469021269878336,0.121,0.085,0.000463605941585148,"4","GSDMD"
2.28851658397667e-08,0.403298444498082,0.089,0.058,0.00049040621878036,"4","RAB4B"
2.30133415573649e-08,0.571037562577484,0.059,0.034,0.000493152896232772,"4","P2RY14"
2.45543010777898e-08,0.421523384863539,0.137,0.098,0.000526174117795958,"4","SYK"
2.47357479628491e-08,0.772649561968838,0.044,0.024,0.000530062343095894,"4","CD27-AS1"
2.51846468327975e-08,0.338700340047185,0.183,0.138,0.000539681796980018,"4","TKT"
2.59216309454964e-08,0.656784279936454,0.052,0.029,0.000555474629531042,"4","GTPBP6"
2.70953193422477e-08,0.303979583751244,0.212,0.163,0.000580625598185027,"4","FNBP4"
2.76229795102913e-08,0.375862229392659,0.12,0.083,0.000591932827926033,"4","TMF1"
2.83043329806979e-08,0.305321952729576,0.147,0.106,0.000606533551443375,"4","DARS"
2.864810743817e-08,0.699470048615564,0.062,0.037,0.000613900294292545,"4","WDR46"
2.92086054534057e-08,0.467572648206588,0.093,0.061,0.00062591120626103,"4","UBA6"
3.03842527214908e-08,0.301073540644272,0.197,0.15,0.000651104151568827,"4","SRP72"
3.0877284853256e-08,0.374444942484431,0.153,0.112,0.000661669337120424,"4","SNRNP70"
3.19640478195209e-08,0.591486274395233,0.075,0.047,0.000684957580724514,"4","GOLGA7"
3.26908720242557e-08,0.455073279759965,0.084,0.054,0.000700532696607775,"4","VRK3"
3.3105446218914e-08,0.840882333523842,0.036,0.018,0.000709416607025108,"4","AAK1"
3.32604367789498e-08,0.310590444469219,0.154,0.112,0.000712737899736114,"4","SPG21"
3.3361684766345e-08,0.59467574144432,0.09,0.059,0.000714907542858007,"4","COPS5"
3.36375574169789e-08,0.678096694572489,0.057,0.033,0.00072081921788844,"4","PRCC"
3.46348941032487e-08,0.615721865732181,0.076,0.048,0.000742191145738517,"4","DCAF11"
3.48975679995434e-08,0.45546423773548,0.099,0.067,0.000747819984662215,"4","NDUFA9"
3.52321296341158e-08,0.314220888400786,0.17,0.126,0.000754989305929467,"4","HDAC1"
3.60796777796665e-08,0.271938579819504,0.195,0.147,0.000773151415140473,"4","PSMD8"
3.61579611062387e-08,0.48399721092315,0.077,0.049,0.00077482894854559,"4","TREX1"
3.65051642948581e-08,0.329303280873898,0.169,0.125,0.000782269165674514,"4","WAS"
3.74368210480355e-08,0.403614134448845,0.092,0.061,0.000802233638238353,"4","HDAC2"
3.83159206568907e-08,0.378978664416519,0.135,0.096,0.00082107186375651,"4","MITD1"
3.83695159010572e-08,0.48454963580991,0.085,0.056,0.000822220356243755,"4","TDG"
3.91540811888101e-08,0.397661851594949,0.105,0.071,0.000839032805795013,"4","SLC44A2"
4.00032263575572e-08,0.368059845832201,0.12,0.083,0.000857229137616092,"4","RAB30"
4.03755295272186e-08,0.318035296344852,0.17,0.127,0.000865207222238767,"4","CYSLTR1"
4.08519431774695e-08,0.264965227606393,0.226,0.175,0.000875416290349993,"4","MIS18BP1"
4.08889456046965e-08,0.782045605546045,0.035,0.017,0.000876209215363042,"4","MAN2B1"
4.13974746999707e-08,0.277183010115041,0.22,0.172,0.000887106485345672,"4","KHDRBS1"
4.25227111720558e-08,0.401517353808915,0.134,0.096,0.000911219177705983,"4","PGAM1"
4.50130683861483e-08,1.22267390551775,0.016,0.006,0.000964585042446771,"4","PFKFB2"
4.56519405121259e-08,0.529982866441941,0.079,0.05,0.000978275433234346,"4","KDM4B"
4.61986449530531e-08,0.346482837059517,0.125,0.088,0.000989990762698974,"4","CMTM7"
4.62726354649634e-08,0.394339829731507,0.149,0.11,0.0009915763053787,"4","BUB3"
4.64681376424716e-08,0.346144735264015,0.111,0.076,0.000995765721540524,"4","GTF2H5"
4.6897380124072e-08,0.568570362080913,0.067,0.041,0.00100496395867874,"4","SUPT20H"
4.76155467572089e-08,0.448372959759678,0.12,0.085,0.00102035355146023,"4","QARS"
4.97537175442149e-08,0.281080579273329,0.247,0.195,0.00106617241325498,"4","VPS28"
4.98768958185256e-08,0.466424018454798,0.075,0.047,0.00106881200049518,"4","KIN"
5.04492082580712e-08,0.30315668190015,0.191,0.145,0.00108107608376221,"4","TNFRSF14"
5.20778455723804e-08,0.324408273402266,0.13,0.091,0.00111597615277054,"4","PNPLA8"
5.2963391839978e-08,0.548681716471178,0.083,0.054,0.00113495252373889,"4","CCDC90B"
5.32889959615146e-08,0.724779993446455,0.057,0.034,0.0011419298944593,"4","PIM1"
5.33935831684341e-08,0.564244244607051,0.067,0.041,0.00114417109371637,"4","GRIPAP1"
5.41241243054487e-08,0.633763580547385,0.08,0.052,0.00115982585974146,"4","TWF2"
5.45523674511899e-08,0.710798670615688,0.045,0.025,0.00116900268211155,"4","VPS41"
5.62082168977408e-08,0.393883909922257,0.122,0.086,0.00120448587990169,"4","GLRX"
5.86582470458636e-08,0.292338844315272,0.144,0.104,0.00125698757594581,"4","UGP2"
5.90176345076658e-08,0.373336605170655,0.138,0.1,0.00126468888986477,"4","SYTL1"
5.93954369499878e-08,0.351853513490469,0.253,0.202,0.00127278481840129,"4","HLA-DQA2"
6.28863243816816e-08,0.292411536617713,0.221,0.173,0.00134759104517506,"4","VPS13C"
6.53062013580874e-08,0.390672452581608,0.129,0.092,0.00139944658890245,"4","PSMB2"
6.93098830856606e-08,0.508746432975194,0.072,0.045,0.00148524148464262,"4","GRK3"
7.04197439947028e-08,0.429161723572739,0.073,0.046,0.00150902469406249,"4","LINC01619"
7.0457459795867e-08,0.446139690982241,0.093,0.062,0.00150983290596563,"4","TIA1"
7.18522203259513e-08,0.300535055080135,0.16,0.119,0.00153972122936481,"4","TMED9"
7.27171488646576e-08,0.501307339058808,0.063,0.038,0.00155825578302075,"4","THAP5"
7.35381835407189e-08,0.267071515112604,0.205,0.157,0.00157584973509406,"4","TUT4"
7.87173223907594e-08,0.450123991658319,0.097,0.066,0.00168683350151158,"4","PBRM1"
7.93545232589455e-08,0.4826032808042,0.075,0.047,0.00170048807891594,"4","FUOM"
8.04596058964709e-08,0.374876187472047,0.151,0.111,0.00172416889475548,"4","NDUFB3"
8.46383495103476e-08,0.381240979421635,0.06,0.035,0.00181371519165724,"4","MAGEF1"
8.65002506525015e-08,0.42650520533445,0.09,0.06,0.00185361387123246,"4","EGLN2"
8.78092399276311e-08,0.577618643306543,0.077,0.049,0.00188166420240921,"4","DEF6"
9.38291352919369e-08,0.541287724712365,0.069,0.043,0.00201066454017092,"4","SLF1"
9.67312914946004e-08,0.444013194177583,0.091,0.061,0.00207285484543779,"4","PSMG4"
9.85768740650087e-08,0.516797765088161,0.078,0.05,0.00211240383433907,"4","SLC25A37"
9.95683959661927e-08,0.463943246994215,0.099,0.067,0.00213365115715954,"4","CLK4"
1.00197346075521e-07,0.454583005962565,0.129,0.093,0.00214712892905234,"4","DDX39B"
1.00422437385991e-07,1.56787146059065,0.013,0.004,0.00215195241074441,"4","SEZ6"
1.03027973765211e-07,0.328806841332533,0.177,0.134,0.00220778644981471,"4","UQCRC2"
1.03291829255559e-07,0.930842771774215,0.02,0.008,0.00221344060911737,"4","CPM"
1.03675601835176e-07,0.457010457474475,0.077,0.049,0.00222166447172599,"4","ACTR10"
1.05846524787398e-07,0.479803985244874,0.111,0.078,0.00226818517966916,"4","ZNF92"
1.10019998378077e-07,0.633450044427898,0.059,0.036,0.00235761854524381,"4","ME2"
1.10348517703907e-07,0.400955844710433,0.134,0.097,0.00236465838587703,"4","LRMP"
1.12788590931675e-07,0.629545958571298,0.053,0.031,0.00241694671507487,"4","HIBCH"
1.15711302304447e-07,0.887717694574722,0.035,0.018,0.002479577497082,"4","TRANK1"
1.20657150567076e-07,0.371351052817784,0.124,0.088,0.00258556207950187,"4","FDPS"
1.21721546814613e-07,0.920423938917417,0.044,0.024,0.00260837102669035,"4","SLC39A6"
1.21994910930253e-07,0.359036659279591,0.133,0.096,0.00261422894632439,"4","TMEM9B"
1.22618351181313e-07,0.373365959689973,0.108,0.074,0.00262758864746435,"4","CCS"
1.30890426890955e-07,0.533030876730247,0.078,0.05,0.00280485095784628,"4","PSME4"
1.35927467545223e-07,0.505360251222488,0.09,0.06,0.00291278970202658,"4","LBHD1"
1.38767898575843e-07,0.329588652574093,0.08,0.052,0.00297365729858174,"4","PDIA4"
1.41488517882118e-07,0.547023958874111,0.047,0.026,0.00303195744969591,"4","TSC22D1"
1.41615901160489e-07,0.632745117560027,0.05,0.028,0.00303468714596811,"4","FKBP4"
1.42822094593145e-07,0.366260511045462,0.105,0.072,0.0030605346650365,"4","ELAVL1"
1.4560210344224e-07,0.930274595296621,0.015,0.005,0.00312010747466377,"4","DTX4"
1.46498952870516e-07,0.767518825201775,0.045,0.025,0.0031393260610623,"4","DDHD2"
1.47244834452789e-07,1.93607415679861,0.01,0.003,0.00315530955748881,"4","TREML2"
1.49836253308337e-07,0.361162768625939,0.139,0.101,0.00321084107214435,"4","FUBP1"
1.51352753503453e-07,0.448293809709295,0.099,0.067,0.0032433381548255,"4","TRMT1"
1.51664953747475e-07,0.427284582380718,0.099,0.068,0.00325002829385464,"4","NIFK"
1.55101518391028e-07,0.352749261098018,0.151,0.113,0.00332367043760133,"4","BSG"
1.56530356733986e-07,0.862632506712329,0.037,0.019,0.00335428901445258,"4","DPYD"
1.57450954940117e-07,1.04931751593447,0.02,0.008,0.00337401651341176,"4","ENSG00000215700"
1.60873114191282e-07,0.529946296817867,0.063,0.039,0.00344734996400498,"4","ENSG00000269640"
1.63446080030073e-07,0.300444887869554,0.195,0.151,0.00350248604896443,"4","TCOF1"
1.66171989902095e-07,0.707108608866973,0.053,0.031,0.00356089957161199,"4","RPS6KA1"
1.73177891019218e-07,0.304003123348632,0.155,0.115,0.00371102902665082,"4","PDAP1"
1.73367505723822e-07,0.668156391465229,0.052,0.03,0.00371509228015579,"4","LAS1L"
1.73480703555196e-07,0.339529430403947,0.126,0.09,0.00371751799648429,"4","PHYKPL"
1.85175542821704e-07,0.393794185273945,0.061,0.037,0.00396812670712629,"4","ADARB1"
1.88224614261753e-07,0.56921808491915,0.063,0.039,0.0040334652590151,"4","UBE2H"
1.89317886419318e-07,0.312198841799511,0.119,0.084,0.00405689298807956,"4","SNX5"
1.9323475534056e-07,0.511179981248906,0.095,0.065,0.00414082757219285,"4","TRABD"
1.96279023329967e-07,0.528446223807639,0.058,0.035,0.00420606319093787,"4","COPS4"
2.00362819613231e-07,0.321766687232889,0.154,0.115,0.00429357486149193,"4","GNB2"
2.03958289716119e-07,0.741191080321796,0.025,0.011,0.00437062219032671,"4","MAML3"
2.04171439736004e-07,0.367856958859296,0.137,0.101,0.00437518978210284,"4","CACYBP"
2.04646511633295e-07,0.489537702739178,0.074,0.048,0.00438537009778989,"4","CLK3"
2.05823439262688e-07,0.379044671612303,0.119,0.085,0.00441059047996013,"4","IRF3"
2.06246398749707e-07,0.461738139016131,0.095,0.064,0.00441965407880747,"4","SDAD1"
2.0712496083922e-07,0.652816823337673,0.053,0.032,0.00443848078582364,"4","SETDB2"
2.24552236917412e-07,0.612095114181566,0.067,0.042,0.00481192988490322,"4","GLUL"
2.26647070798122e-07,0.544160237882689,0.077,0.051,0.00485682008013295,"4","LRPPRC"
2.30204808439891e-07,0.895590448363602,0.03,0.015,0.00493305884005843,"4","ALG6"
2.37745540534031e-07,0.281254069416885,0.158,0.118,0.00509464918810375,"4","TMEM147"
2.4008777299225e-07,0.580312402139476,0.066,0.042,0.00514484088745093,"4","EIF2S1"
2.4180339845545e-07,0.58270566030701,0.051,0.03,0.00518160502550184,"4","EIF4G3"
2.4335089169443e-07,0.279385952016354,0.167,0.125,0.00521476625811994,"4","EIF6"
2.47028247758335e-07,0.50233058354603,0.115,0.083,0.00529356832121336,"4","GNL3"
2.52985723013693e-07,0.333141846557084,0.143,0.105,0.00542123105846042,"4","MED28"
2.56068212891388e-07,1.27843891124588,0.018,0.007,0.00548728573404955,"4","CD5"
2.58715017028058e-07,0.571821563365395,0.069,0.044,0.00554400409989426,"4","CXXC1"
2.62679530413645e-07,0.343266967891223,0.161,0.122,0.00562895965723399,"4","APBB1IP"
2.63159477449723e-07,0.503383672096261,0.084,0.056,0.00563924444227012,"4","EXOSC1"
2.68684858030357e-07,0.421890238474431,0.119,0.085,0.00575764782273251,"4","WDR1"
2.68763884204537e-07,0.317982915261396,0.118,0.084,0.00575934127461903,"4","PQBP1"
2.6943837789866e-07,0.371381172320336,0.135,0.099,0.00577379499999039,"4","ADD1"
2.70559938912056e-07,0.490014433970351,0.088,0.059,0.00579782893094645,"4","CYB5R3"
2.72732011119455e-07,0.481835905484951,0.087,0.059,0.0058443742662788,"4","NUDT16L1"
2.75973389875736e-07,0.608328099334913,0.049,0.029,0.00591383377164714,"4","WDR77"
2.8200336411626e-07,0.354202853602243,0.119,0.084,0.00604305008964733,"4","ZNF428"
2.89244180312752e-07,0.448471958146286,0.14,0.105,0.00619821353992197,"4","FMNL1"
3.0128710279538e-07,0.58819799903061,0.065,0.041,0.00645628132580219,"4","NOLC1"
3.01470918032911e-07,0.391052678207103,0.096,0.065,0.00646022030252724,"4","OAZ2"
3.04948980875688e-07,0.338978838352282,0.127,0.092,0.00653475171118511,"4","FKBP3"
3.07092748675214e-07,0.528809930288164,0.063,0.039,0.00658069051136116,"4","AK9"
3.13020613208475e-07,0.258574688511895,0.169,0.128,0.00670771872044442,"4","PRPF40A"
3.15252659050682e-07,0.252858677310848,0.174,0.132,0.00675554923079706,"4","BRD2"
3.23281423445078e-07,0.451344328710663,0.093,0.063,0.00692759762300459,"4","CASP1"
3.26055240010711e-07,0.385508172486953,0.123,0.089,0.00698703773818953,"4","TPM4"
3.40300554741155e-07,0.38777268875659,0.106,0.075,0.00729230058754821,"4","MRPL42"
3.4281026673152e-07,0.460843110603748,0.057,0.034,0.00734608120578975,"4","FAM126A"
3.50115773898812e-07,0.275777532062252,0.2,0.156,0.00750263091887764,"4","EIF3I"
3.54148789852982e-07,0.42482414559962,0.112,0.08,0.00758905441775955,"4","PRKACB"
3.60931439489045e-07,0.440213696276896,0.067,0.043,0.00773439981681075,"4","MPEG1"
3.6272069656302e-07,0.360758842462726,0.098,0.068,0.00777274180664896,"4","HDAC9"
3.65182717229904e-07,0.372902869671516,0.095,0.065,0.00782550044751961,"4","UBE2J2"
3.84536120839419e-07,0.556849169235097,0.064,0.04,0.00824022453346791,"4","CCDC112"
3.86553790566801e-07,0.321505868157853,0.136,0.1,0.00828346117805597,"4","DPY30"
3.87778289470595e-07,0.465858315121161,0.085,0.057,0.00830970096506538,"4","CASC4"
3.89589178976531e-07,1.21574997429516,0.016,0.006,0.00834850651628809,"4","MRPS24"
3.91455823479298e-07,0.573328746937953,0.052,0.031,0.00838850684133787,"4","DDX60L"
3.91792086359723e-07,0.480653907078261,0.07,0.045,0.0083957126186025,"4","HMBOX1"
4.00394581454562e-07,0.30472362315383,0.145,0.107,0.0085800554859898,"4","NR3C1"
4.01088620511642e-07,0.380008573684406,0.069,0.044,0.00859492804894398,"4","ABCB4"
4.12434545526025e-07,1.12136039394984,0.016,0.006,0.00883805987607719,"4","CACNA1A"
4.34849619378101e-07,0.495949193871343,0.06,0.037,0.00931839249365334,"4","ABRAXAS1"
4.37203608096125e-07,0.263089266360573,0.113,0.08,0.00936883611789187,"4","FKBP2"
4.46350979755654e-07,0.431307707267515,0.098,0.068,0.0095648551451839,"4","NMI"
4.48230131611619e-07,0.749250719839534,0.023,0.01,0.00960512349030539,"4","WNT10A"
4.54756102545744e-07,0.400115675678481,0.082,0.054,0.00974496852145276,"4","REXO4"
4.58464732591225e-07,0.408388856688233,0.087,0.059,0.00982444075469736,"4","ADSS"
4.6190768705695e-07,0.331801701484369,0.146,0.109,0.00989821982594337,"4","CCT7"
4.63844808092139e-07,0.303670404567363,0.119,0.085,0.00993973039260644,"4","CYFIP2"
4.75008853088926e-07,0.306158449330586,0.123,0.088,0.0101789647128426,"4","FAM192A"
5.02457877644566e-07,0.415981423907669,0.097,0.067,0.0107671698600454,"4","NDUFS2"
5.05439863889714e-07,0.587042034443671,0.071,0.047,0.0108310708432927,"4","IL7R"
5.22647473517193e-07,0.418188543241653,0.083,0.055,0.0111998127099999,"4","EEF1E1"
5.45244257448901e-07,0.705705412596837,0.039,0.021,0.0116840391928725,"4","TMEM69"
5.45612598213338e-07,0.419678740804063,0.117,0.085,0.0116919323671136,"4","BTN3A2"
5.5125430130022e-07,0.306718611701079,0.163,0.124,0.0118128284225624,"4","GPATCH8"
5.5188014567413e-07,0.298494815553525,0.137,0.101,0.0118262396416509,"4","NDUFAB1"
5.5242396557023e-07,0.300787581588398,0.109,0.077,0.0118378931582045,"4","C5orf56"
5.5599315130454e-07,0.54699579443343,0.056,0.034,0.011914377239305,"4","TRAF4"
5.71318403940543e-07,0.703138297562694,0.056,0.035,0.0122427820780419,"4","FKBP5"
5.7669422325304e-07,0.510690471163948,0.069,0.044,0.0123579805100894,"4","COMMD9"
5.82535602507545e-07,0.446367689500369,0.093,0.064,0.0124831554261342,"4","C19orf25"
5.86618688163353e-07,0.538354847601073,0.075,0.049,0.0125706518686525,"4","RNF5"
5.92596165563264e-07,0.367834596348596,0.06,0.037,0.0126987432318552,"4","IFI27"
5.95359107455055e-07,0.433506830010424,0.105,0.074,0.0127579503136544,"4","TAP1"
5.98202153373132e-07,0.492080985732208,0.069,0.044,0.0128188739446328,"4","CHORDC1"
6.08103590495265e-07,0.371950786793802,0.072,0.046,0.013031051840723,"4","JAZF1"
6.1375822480763e-07,0.439609146836146,0.101,0.071,0.0131522249994027,"4","NDUFS3"
6.20758818881158e-07,0.415107086571871,0.1,0.07,0.0133022407298043,"4","ERGIC1"
6.21999808674866e-07,0.422062997535186,0.106,0.075,0.0133288339000937,"4","STOML2"
6.2405071013983e-07,0.649113510470132,0.058,0.036,0.0133727826675864,"4","RNF187"
6.3502784275153e-07,0.482996404422689,0.072,0.047,0.0136080116423225,"4","CRLF3"
6.50943855717051e-07,0.405085983213719,0.122,0.089,0.0139490758841607,"4","TMCO1"
6.62230180663352e-07,0.322758955817056,0.12,0.086,0.014190930541435,"4","NSMCE1"
6.71693383412055e-07,0.444019446586201,0.1,0.07,0.0143937175131369,"4","OLA1"
7.04131511892489e-07,0.627253813769495,0.049,0.029,0.0150888341683442,"4","HDHD2"
7.16299018626148e-07,0.395788754253292,0.099,0.069,0.0153495716701397,"4","NHLRC3"
7.2166943342605e-07,0.409555502972372,0.111,0.079,0.0154646542888868,"4","CDC123"
7.22560559959045e-07,0.952613483024777,0.032,0.017,0.0154837502393624,"4","CBR1"
7.28484694296043e-07,0.324459161800248,0.135,0.1,0.0156106985140699,"4","ENSG00000006114"
7.32818115705013e-07,0.443877952490089,0.085,0.057,0.0157035594014427,"4","RPAP3"
7.33993709595191e-07,0.367968559309464,0.109,0.077,0.0157287512029153,"4","IDH3G"
7.34392510613077e-07,0.340854416356806,0.11,0.078,0.0157372971099276,"4","TECR"
7.38207311999056e-07,0.308389001425506,0.16,0.123,0.0158190444888278,"4","ANAPC5"
7.42487295317937e-07,0.392822671986723,0.082,0.055,0.0159107602513681,"4","TAP2"
7.55243331279037e-07,0.694656120922302,0.063,0.04,0.0161841093459785,"4","DAXX"
7.67160032509793e-07,0.473796489540538,0.076,0.05,0.0164394723366524,"4","POLM"
7.70389168873956e-07,0.387045600892773,0.08,0.054,0.0165086694998,"4","IFNGR1"
7.78687292357184e-07,0.558873526816174,0.06,0.038,0.0166864899879221,"4","RUFY1"
8.09691147052096e-07,0.396975900040003,0.097,0.068,0.0173508715901794,"4","RBM22"
8.14430254572118e-07,0.556140014815635,0.058,0.036,0.0174524259252259,"4","RBM14"
8.16526451226842e-07,0.530348254634505,0.069,0.045,0.01749734532334,"4","STX16"
8.18653422604732e-07,0.43847319005868,0.09,0.062,0.0175429241929968,"4","ADH5"
8.33365709279847e-07,0.466871875951319,0.076,0.051,0.0178581937841578,"4","PTEN"
8.34335791653019e-07,0.257834607034115,0.162,0.123,0.0178789816793325,"4","OXA1L"
8.46910329446556e-07,0.526045806145929,0.056,0.035,0.0181484414497103,"4","ZNF439"
8.55274762722961e-07,0.27391616889768,0.125,0.091,0.0183276828903903,"4","VPS4B"
8.66938808577934e-07,0.421410913098617,0.082,0.055,0.0185776317290166,"4","PPP6C"
8.77523193945838e-07,0.646708886615301,0.05,0.03,0.0188044445230654,"4","C5orf15"
8.94212266572309e-07,0.391674487977664,0.119,0.087,0.019162074660378,"4","CDK5RAP3"
9.03895456483204e-07,0.338017442155828,0.096,0.067,0.0193695757369786,"4","SMIM30"
9.0797766042857e-07,0.565669559672898,0.06,0.038,0.0194570532853238,"4","DDX10"
9.15137120041239e-07,0.385214621215332,0.104,0.074,0.0196104733453637,"4","ATP6V1E1"
9.3131436215837e-07,1.09431138023835,0.015,0.006,0.0199571354666917,"4","GALNT6"
9.37604369962355e-07,0.323413902779363,0.115,0.083,0.0200919240439233,"4","CCDC115"
9.43645315012811e-07,0.434946250911423,0.078,0.052,0.0202213754554095,"4","JAGN1"
9.65545410893157e-07,0.449002202314863,0.063,0.04,0.0206906726100295,"4","ALDH9A1"
9.88678584886501e-07,0.650072518178054,0.04,0.022,0.0211863933955328,"4","HELZ2"
9.93852988277594e-07,0.570845858474149,0.07,0.046,0.0212972756858006,"4","IFNAR2"
1.00015828460576e-06,0.520483437822585,0.052,0.031,0.0214323918808169,"4","MCTP2"
1.00257115169691e-06,0.55723260355764,0.061,0.039,0.021484097209713,"4","IFIH1"
1.02152945041417e-06,0.830103835217987,0.035,0.019,0.0218903545929252,"4","SNX20"
1.02933254112452e-06,0.626926244322365,0.048,0.029,0.0220575670237574,"4","GTF2H1"
1.03368577263422e-06,0.4315094833509,0.073,0.048,0.0221508524217787,"4","UTP18"
1.04080470485629e-06,0.439629548416214,0.082,0.055,0.0223034040203655,"4","ARHGAP17"
1.05852626536808e-06,0.498868339402613,0.065,0.042,0.0226831593405725,"4","UBE2F"
1.06030489268821e-06,0.411563023249051,0.078,0.052,0.0227212735454157,"4","EXOC6"
1.07224783046058e-06,0.670958289023085,0.062,0.04,0.0229771987589398,"4","MRPL12"
1.15155409841341e-06,0.445989298518687,0.084,0.057,0.0246766527749009,"4","RBL2"
1.15907218565316e-06,0.545003319922932,0.069,0.045,0.0248377578663616,"4","CBR4"
1.17022873807144e-06,0.455078612189782,0.097,0.068,0.0250768316281328,"4","SMC1A"
1.17093523272348e-06,0.633996145617537,0.03,0.016,0.0250919711020315,"4","INAFM1"
1.17384026581029e-06,0.347573332536348,0.104,0.073,0.0251542230560486,"4","BEX4"
1.18468469068103e-06,0.299154248683789,0.149,0.113,0.0253866082366039,"4","MORF4L2"
1.19216191458405e-06,0.308435512163195,0.11,0.079,0.0255468376676216,"4","MRPL21"
1.20913656740838e-06,1.177496013744,0.015,0.006,0.0259105875029941,"4","RORA-AS1"
1.21654131620613e-06,0.408809666157443,0.13,0.097,0.0260692638649812,"4","SMARCC1"
1.23932604422701e-06,0.34638800016201,0.11,0.079,0.0265575178017406,"4","FLI1"
1.26943769187051e-06,0.44961340167144,0.085,0.058,0.0272027802990931,"4","PSMD2"
1.32334986930774e-06,0.683951957534316,0.047,0.028,0.0283580643493956,"4","MYD88"
1.35358415268834e-06,0.516248624680192,0.055,0.034,0.0290059548079584,"4","ITFG1"
1.35986917472561e-06,0.519551807704872,0.054,0.033,0.0291406365451952,"4","LINC00662"
1.36039478360397e-06,0.397563195081395,0.079,0.053,0.0291518998178495,"4","HPRT1"
1.38187108687219e-06,0.307570909748582,0.164,0.127,0.0296121155205841,"4","PYCARD"
1.38550715692525e-06,0.643892491354955,0.046,0.028,0.0296900328657511,"4","CREB3L2"
1.38570225383252e-06,0.882384537431599,0.029,0.015,0.029694213597377,"4","TESPA1"
1.391926846679e-06,1.28051570338179,0.014,0.005,0.0298276003974844,"4","KCNMB3"
1.41529394206444e-06,0.53102254697328,0.065,0.042,0.0303283338844988,"4","TSR3"
1.45145214673514e-06,0.264760509354301,0.092,0.064,0.0311031680523872,"4","ACYP2"
1.47009546538449e-06,0.584376034101825,0.064,0.041,0.0315026757277243,"4","NBN"
1.49246259919753e-06,0.285920589435333,0.086,0.059,0.0319819810382038,"4","CKS1B"
1.49461681989238e-06,0.299313723521321,0.144,0.108,0.0320281438334737,"4","CCDC32"
1.51696867719604e-06,1.33969498668545,0.02,0.009,0.032507121783634,"4","Z97192.1"
1.51984163157155e-06,0.586385965067599,0.095,0.068,0.0325686863229468,"4","TLR10"
1.52138548052461e-06,0.611687530669539,0.06,0.039,0.0326017694621618,"4","CUX1"
1.56459271824742e-06,0.360242668888106,0.095,0.066,0.033527657359324,"4","PHF20L1"
1.60800931769617e-06,0.498701243103662,0.082,0.056,0.0344580316689112,"4","PDHB"
1.61077530887474e-06,0.609315973252042,0.046,0.027,0.0345173040938767,"4","HACD2"
1.61345441169089e-06,0.361907263365737,0.144,0.109,0.0345747145881242,"4","MYO1G"
1.6473646748468e-06,0.258267057828521,0.161,0.123,0.0353013776172921,"4","PPP1R12A"
1.65042556504194e-06,0.270941080359916,0.188,0.148,0.0353669694332838,"4","AIDA"
1.65185952818417e-06,0.276029159614071,0.183,0.142,0.0353976978294587,"4","APPL1"
1.65997570187686e-06,0.307443334385628,0.134,0.1,0.0355716193155193,"4","NAA10"
1.70826480239297e-06,0.782025814958029,0.055,0.035,0.0366064064504789,"4","SAMHD1"
1.71488366390352e-06,0.795611645698111,0.027,0.013,0.0367482420337886,"4","CR2"
1.72470222922478e-06,0.7777993565935,0.032,0.017,0.0369586440700578,"4","MYO1C"
1.72475339102515e-06,0.416888302224969,0.082,0.056,0.036959740416278,"4","PTPMT1"
1.77518386749127e-06,0.510825575795862,0.071,0.047,0.0380404150964705,"4","MRPL4"
1.79287587385249e-06,0.386285886585262,0.085,0.058,0.0384195371007851,"4","PARP15"
1.79344230089435e-06,0.536258454509735,0.059,0.037,0.0384316750658649,"4","AASDHPPT"
1.80109651537887e-06,0.263017399535331,0.141,0.106,0.0385956972280538,"4","DCXR"
1.83735334185069e-06,0.791925317132618,0.034,0.018,0.0393726447625184,"4","COG5"
1.88518422666038e-06,0.264377846710808,0.17,0.131,0.0403976127931052,"4","LSM2"
